ym,zip_code,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,incident_count
17-05,11218,37,0,8,0,5,0,24,0,136
17-05,11219,31,0,9,0,6,0,16,0,109
17-05,11220,33,0,8,0,5,0,20,0,124
17-05,11221,39,0,6,0,6,0,27,0,100
17-05,11222,15,0,7,0,2,0,6,0,96
17-05,11223,22,0,6,0,4,0,12,0,107
17-05,11224,7,0,3,0,0,0,4,0,44
17-05,11225,25,0,3,0,0,0,22,0,64
17-05,11226,53,0,8,0,7,0,38,0,162
17-05,11228,11,0,1,0,1,0,9,0,50
17-05,11229,26,0,7,0,0,0,19,0,93
17-05,11230,43,0,16,0,5,0,22,0,139
17-05,11231,19,0,6,0,4,0,9,0,73
17-05,11232,18,0,1,0,2,0,15,0,50
17-05,11233,53,0,7,0,2,0,44,0,143
17-05,11234,41,0,10,0,2,0,26,0,175
17-05,11235,24,0,4,0,4,0,16,0,113
17-05,11236,65,0,14,0,0,0,51,0,185
17-05,11237,23,0,4,0,7,0,12,0,78
17-05,11238,16,0,4,0,1,0,11,0,91
17-05,11239,5,0,0,0,0,0,5,0,22
17-05,11249,11,0,2,0,3,0,6,0,51
17-05,11354,29,0,5,0,4,0,20,0,112
17-05,11355,17,0,5,0,2,0,10,0,92
17-05,11356,11,0,2,0,0,0,9,0,35
17-05,11357,13,0,1,0,0,0,12,0,44
17-05,11358,23,0,0,0,2,0,21,0,56
17-05,11360,0,0,0,0,0,0,0,0,18
17-05,11361,4,0,2,0,0,0,2,0,38
17-05,11362,22,0,0,0,0,0,22,0,30
17-05,11363,2,0,2,0,0,0,0,0,19
17-05,11364,1,0,0,0,0,0,1,0,25
17-05,11365,6,0,0,0,1,0,5,0,48
17-05,11366,14,0,1,0,0,0,13,0,41
17-05,11367,16,0,2,0,0,0,14,0,70
17-05,11368,40,0,11,0,10,0,19,0,142
17-05,11369,24,1,3,1,0,0,21,0,73
17-05,11370,12,0,1,0,1,0,10,0,43
17-05,11372,20,0,8,0,0,0,12,0,91
17-05,11373,25,0,10,0,2,0,13,0,113
17-05,11374,8,0,2,0,0,0,6,0,50
17-05,11375,11,0,1,0,0,0,10,0,77
17-05,11377,33,0,3,0,7,0,23,0,97
17-05,11378,10,0,2,0,1,0,7,0,72
17-05,11379,18,0,0,0,2,0,16,0,51
17-05,11385,41,0,7,0,8,0,26,0,187
17-05,11411,8,0,1,0,0,0,7,0,29
17-05,11412,15,0,2,0,0,0,13,0,57
17-05,11413,38,0,3,0,0,0,35,0,103
17-05,11414,3,1,1,1,0,0,2,0,32
17-05,11415,6,0,1,0,0,0,5,0,35
17-05,11416,7,0,1,0,1,0,5,0,29
17-05,11417,13,0,0,0,2,0,11,0,45
17-05,11418,9,0,1,0,0,0,8,0,51
17-05,11419,24,0,6,0,0,0,18,0,69
17-05,11420,33,0,0,0,1,0,32,0,110
17-05,11421,7,0,1,0,1,0,5,0,33
17-05,11422,22,0,2,0,0,0,20,0,69
17-05,11423,15,0,2,0,0,0,13,0,57
17-05,11426,6,0,0,0,1,0,5,0,26
17-05,11427,8,0,2,0,0,0,6,0,45
17-05,11428,7,0,0,0,0,0,7,0,36
17-05,11429,30,0,2,0,0,0,28,0,53
17-05,11430,2,0,1,0,0,0,1,0,4
17-05,11432,17,0,4,0,0,0,13,0,91
17-05,11433,21,0,5,0,1,0,15,0,71
17-05,11434,63,0,9,0,1,0,53,0,147
17-05,11435,34,0,6,0,3,0,25,0,93
17-05,11436,9,0,0,0,0,0,9,0,21
17-05,11691,38,0,7,0,0,0,31,0,86
17-05,11692,6,0,2,0,0,0,4,0,25
17-05,11693,5,0,0,0,0,0,5,0,19
17-05,11694,8,0,4,0,1,0,3,0,24
17-06,10000,3,0,0,0,2,0,1,0,9
17-06,10001,29,1,6,0,6,1,16,0,193
17-06,10002,30,0,8,0,8,0,14,0,136
17-06,10003,21,0,8,0,9,0,4,0,98
17-06,10004,7,0,2,0,0,0,5,0,24
17-06,10005,3,0,1,0,0,0,2,0,16
17-06,10006,7,0,0,0,0,0,7,0,10
17-06,10007,4,0,0,0,3,0,1,0,34
17-06,10009,23,0,5,0,5,0,13,0,44
17-06,10010,27,0,5,0,5,0,17,0,83
17-06,10011,16,0,3,0,3,0,10,0,101
17-06,10012,17,0,5,0,3,0,9,0,72
17-06,10013,20,0,8,0,5,0,7,0,151
17-06,10014,10,0,2,0,2,0,6,0,40
17-06,10016,24,0,6,0,5,0,13,0,130
17-06,10017,14,0,3,0,4,0,7,0,93
17-06,10018,24,0,5,0,2,0,17,0,147
17-06,10019,20,1,7,0,3,1,10,0,162
17-06,10020,2,0,1,0,0,0,1,0,5
17-06,10021,8,0,2,0,2,0,4,0,35
17-06,10022,18,0,5,0,4,0,9,0,134
17-06,10023,12,0,2,0,5,0,5,0,69
17-06,10024,6,0,2,0,1,0,3,0,61
17-06,10025,9,0,6,0,1,0,2,0,67
17-06,10026,7,0,2,0,3,0,2,0,35
17-06,10027,32,0,8,0,3,0,21,0,75
17-06,10028,7,0,3,0,0,0,5,0,31
17-06,10029,9,0,3,0,0,0,6,0,80
17-06,10030,5,0,3,0,1,0,1,0,48
17-06,10031,6,0,2,0,1,0,3,0,35
17-06,10032,12,0,5,0,2,0,5,0,78
17-06,10033,15,0,2,0,0,0,13,0,55
17-06,10034,5,0,1,0,0,0,4,0,60
17-06,10035,25,0,4,0,0,0,21,0,105
17-06,10036,20,0,8,0,4,0,8,0,185
17-06,10037,13,0,6,0,2,0,5,0,47
17-06,10038,15,0,4,0,0,0,11,0,33
17-06,10039,6,0,2,0,4,0,0,0,26
17-06,10040,11,0,1,0,0,0,10,0,40
17-06,10041,0,0,0,0,0,0,0,0,2
17-06,10065,8,0,2,0,2,0,4,0,66
17-06,10069,2,0,0,0,2,0,0,0,2
17-06,10075,4,0,1,0,1,0,2,0,14
17-06,10105,0,0,0,0,0,0,0,0,3
17-06,10118,0,0,0,0,0,0,0,0,1
17-06,10119,0,0,0,0,0,0,0,0,1
17-06,10120,0,0,0,0,0,0,0,0,1
17-06,10121,0,0,0,0,0,0,0,0,5
17-06,10128,2,0,1,0,1,0,0,0,29
17-06,10165,1,0,0,0,0,0,1,0,2
17-06,10168,0,0,0,0,0,0,0,0,1
17-06,10169,0,0,0,0,0,0,0,0,2
17-06,10174,0,0,0,0,0,0,0,0,1
17-06,10178,1,0,0,0,1,0,0,0,1
17-06,10278,1,0,1,0,0,0,0,0,3
17-06,10280,0,0,0,0,0,0,0,0,1
17-06,10282,0,0,0,0,0,0,0,0,1
17-06,10301,9,0,4,0,0,0,5,0,63
17-06,10302,1,0,0,0,0,0,1,0,1
17-06,10304,22,0,3,0,2,0,17,0,92
17-06,10305,18,0,4,0,2,0,12,0,77
17-06,10306,10,1,2,1,0,0,8,0,126
17-06,10307,2,1,0,1,0,0,2,0,11
17-06,10308,10,0,2,0,0,0,8,0,29
17-06,10309,7,0,2,0,0,0,5,0,43
17-06,10310,24,0,3,0,2,0,19,0,58
17-06,10312,16,0,4,0,0,0,12,0,57
17-06,10314,10,0,2,0,0,0,8,0,29
17-06,10451,19,1,4,1,2,0,13,0,111
17-06,10452,28,0,5,0,5,0,18,0,73
17-06,10453,26,0,7,0,0,0,19,0,85
17-06,10454,20,0,6,0,1,0,13,0,79
17-06,10455,37,0,3,0,2,0,32,0,80
17-06,10456,21,0,4,0,4,0,13,0,81
17-06,10457,28,1,6,0,5,0,17,1,109
17-06,10458,21,0,3,0,1,0,17,0,101
17-06,10459,28,0,5,0,0,0,23,0,92
17-06,10460,22,0,6,0,2,0,14,0,91
17-06,10461,21,0,6,0,2,0,13,0,90
17-06,10462,29,0,4,0,0,0,25,0,83
17-06,10463,43,1,5,1,3,0,35,0,103
17-06,10464,1,0,0,0,0,0,1,0,16
17-06,10465,17,0,1,0,1,0,15,0,72
17-06,10466,46,0,6,0,1,0,39,0,124
17-06,10467,23,0,5,0,5,0,13,0,142
17-06,10468,25,0,5,0,1,0,19,0,63
17-06,10469,34,0,4,0,1,0,29,0,104
17-06,10470,7,0,0,0,0,0,7,0,35
17-06,10471,6,0,2,0,1,0,3,0,20
17-06,10472,15,0,2,0,3,0,10,0,81
17-06,10473,27,0,1,0,0,0,26,0,56
17-06,10474,6,0,3,0,0,0,3,0,55
17-06,10475,25,0,4,0,0,0,21,0,67
17-06,11001,2,0,0,0,0,0,2,0,6
17-06,11004,17,0,0,0,1,0,16,0,37
17-06,11005,0,0,0,0,0,0,0,0,1
17-06,11040,4,0,0,0,0,0,4,0,8
17-06,11101,56,1,9,0,6,0,41,1,162
17-06,11102,7,0,1,0,0,0,6,0,25
17-06,11103,10,0,3,0,0,0,7,0,29
17-06,11104,11,0,2,0,3,0,6,0,33
17-06,11105,9,0,3,0,0,0,6,0,32
17-06,11106,13,0,2,0,2,0,9,0,38
17-06,11201,22,0,6,0,6,0,10,0,150
17-06,11203,70,0,7,0,5,0,58,0,174
17-06,11204,30,0,8,0,6,0,16,0,97
17-06,11205,21,0,4,0,5,0,12,0,84
17-06,11206,44,0,5,0,11,0,28,0,164
17-06,11207,79,0,13,0,11,0,56,0,230
17-06,11208,42,0,6,0,4,0,32,0,144
17-06,11209,23,0,8,0,1,0,14,0,90
17-06,11210,44,0,3,0,2,0,39,0,126
17-06,11211,47,0,2,0,8,0,37,0,145
17-06,11212,58,0,11,0,1,0,46,0,150
17-06,11213,38,0,5,0,4,0,29,0,105
17-06,11214,26,0,5,0,4,0,17,0,98
17-06,11215,23,0,3,0,10,0,10,0,98
17-06,11216,30,0,7,0,2,0,21,0,90
17-06,11217,21,0,2,0,7,0,12,0,98
17-06,11218,28,0,11,0,9,0,8,0,118
17-06,11219,28,0,11,0,3,0,15,0,108
17-06,11220,31,0,10,0,12,0,9,0,106
17-06,11221,24,1,4,0,6,1,14,0,113
17-06,11222,17,0,3,0,4,0,10,0,88
17-06,11223,15,0,3,0,2,0,10,0,87
17-06,11224,16,0,4,0,3,0,9,0,62
17-06,11225,27,0,5,0,2,0,20,0,74
17-06,11226,75,0,10,0,7,0,58,0,192
17-06,11228,30,0,5,0,1,0,24,0,78
17-06,11229,20,0,3,0,2,0,15,0,98
17-06,11230,33,0,7,0,6,0,20,0,137
17-06,11231,17,0,3,0,4,0,10,0,87
17-06,11232,22,0,3,0,3,0,16,0,51
17-06,11233,43,0,6,0,2,0,35,0,131
17-06,11234,33,1,5,0,5,0,23,1,179
17-06,11235,21,0,8,0,3,0,10,0,128
17-06,11236,48,1,4,1,2,0,42,0,184
17-06,11237,21,0,3,0,5,0,13,0,79
17-06,11238,22,0,6,0,6,0,10,0,93
17-06,11239,3,0,2,0,0,0,1,0,35
17-06,11241,0,0,0,0,0,0,0,0,1
17-06,11242,0,0,0,0,0,0,0,0,1
17-06,11249,10,0,3,0,0,0,7,0,66
17-06,11354,30,0,6,0,5,0,19,0,138
17-06,11355,19,0,4,0,3,0,12,0,85
17-06,11356,3,0,1,0,1,0,1,0,33
17-06,11357,4,0,1,0,0,0,3,0,47
17-06,11358,9,0,2,0,0,0,7,0,46
17-06,11360,0,0,0,0,0,0,0,0,13
17-06,11361,5,0,0,0,0,0,5,0,52
17-06,11362,4,0,1,0,0,0,3,0,24
17-06,11363,4,0,0,0,0,0,4,0,14
17-06,11364,6,0,0,0,0,0,6,0,38
17-06,11365,15,0,3,0,0,0,12,0,40
17-06,11366,10,0,0,0,0,0,10,0,27
17-06,11367,9,0,3,0,2,0,4,0,52
17-06,11368,31,0,4,0,7,0,20,0,114
17-06,11369,22,0,2,0,2,0,18,0,57
17-06,11370,15,0,3,0,2,0,10,0,50
17-06,11372,22,0,5,0,5,0,12,0,98
17-06,11373,19,0,3,0,6,0,10,0,102
17-06,11374,12,0,3,0,2,0,7,0,53
17-06,11375,18,0,2,0,2,0,14,0,88
17-06,11377,17,0,5,0,2,0,10,0,108
17-06,11378,12,0,1,0,1,0,10,0,77
17-06,11379,15,0,1,0,2,0,12,0,56
17-06,11385,50,0,5,0,8,0,37,0,164
17-06,11411,9,0,0,0,0,0,9,0,33
17-06,11412,26,0,1,0,1,0,24,0,59
17-06,11413,35,0,0,0,1,0,34,0,97
17-06,11414,6,0,2,0,0,0,4,0,45
17-06,11415,4,0,0,0,0,0,4,0,22
17-06,11416,4,0,0,0,2,0,2,0,35
17-06,11417,4,0,1,0,0,0,3,0,56
17-06,11418,21,0,6,0,3,0,12,0,61
17-06,11419,15,0,2,0,1,0,12,0,63
17-06,11420,21,0,2,0,1,0,18,0,95
17-06,11421,15,0,1,0,0,0,14,0,56
17-06,11422,54,0,5,0,0,0,49,0,99
17-06,11423,10,2,2,0,0,0,8,2,52
17-06,11426,25,0,1,0,0,0,24,0,38
17-06,11427,9,0,0,0,0,0,9,0,32
17-06,11428,16,0,0,0,0,0,16,0,34
17-06,11429,13,0,2,0,1,0,10,0,37
17-06,11430,0,0,0,0,0,0,0,0,2
17-06,11432,28,0,9,0,4,0,15,0,92
17-06,11433,27,0,2,0,3,0,22,0,76
17-06,11434,64,0,6,0,0,0,58,0,161
17-06,11435,20,0,2,0,5,0,13,0,69
17-06,11436,18,0,0,0,0,0,18,0,41
17-06,11691,28,0,5,0,3,0,20,0,83
17-06,11692,7,0,3,0,0,0,4,0,20
17-06,11693,4,0,1,0,2,0,1,0,22
17-06,11694,8,0,0,0,1,0,7,0,21
17-06,11697,0,0,0,0,0,0,0,0,1
17-07,10000,1,0,0,0,1,0,0,0,4
17-07,10001,32,0,10,0,3,0,19,0,145
17-07,10002,35,1,6,1,7,0,22,0,145
17-07,10003,16,1,2,1,8,0,6,0,79
17-07,10004,1,0,1,0,0,0,0,0,18
17-07,10005,1,0,1,0,0,0,0,0,12
17-07,10006,5,0,3,0,1,0,1,0,17
17-07,10007,7,0,2,0,1,0,4,0,41
17-07,10009,5,0,1,0,4,0,0,0,34
17-07,10010,21,1,5,1,5,0,11,0,63
17-07,10011,18,0,4,0,4,0,11,0,73
17-07,10012,10,0,4,0,4,0,2,0,81
17-07,10013,18,0,1,0,4,0,13,0,144
17-07,10014,4,0,0,0,0,0,4,0,38
17-07,10016,28,1,12,0,5,0,11,1,145
17-07,10017,13,0,3,0,2,0,8,0,71
17-07,10018,14,0,5,0,3,0,6,0,125
17-07,10019,22,0,8,0,6,0,8,0,142
17-07,10020,0,0,0,0,0,0,0,0,5
17-07,10021,3,1,3,1,0,0,0,0,28
17-07,10022,19,0,5,0,3,0,11,0,108
17-07,10023,15,0,1,0,7,0,7,0,67
17-07,10024,5,0,3,0,0,0,2,0,45
17-07,10025,13,0,2,0,4,0,7,0,56
17-07,10026,10,0,2,0,2,0,6,0,29
17-07,10027,19,0,6,0,3,0,10,0,52
17-07,10028,9,0,4,0,0,0,5,0,19
17-07,10029,12,0,2,0,4,0,6,0,62
17-07,10030,3,0,0,0,1,0,2,0,29
17-07,10031,10,0,1,0,3,0,6,0,29
17-07,10032,14,0,3,0,2,0,9,0,62
17-07,10033,12,0,4,0,5,0,3,0,68
17-07,10034,12,0,2,0,1,0,9,0,86
17-07,10035,31,0,7,0,1,0,23,0,87
17-07,10036,21,0,7,0,5,0,9,0,171
17-07,10037,11,0,2,0,1,0,8,0,36
17-07,10038,3,0,2,0,1,0,0,0,25
17-07,10039,8,0,0,0,2,0,6,0,28
17-07,10040,4,0,0,0,3,0,1,0,41
17-07,10041,0,0,0,0,0,0,0,0,1
17-07,10045,0,0,0,0,0,0,0,0,1
17-07,10065,10,0,2,0,2,0,6,0,55
17-07,10069,0,0,0,0,0,0,0,0,2
17-07,10075,4,0,1,0,1,0,2,0,19
17-07,10105,0,0,0,0,0,0,0,0,1
17-07,10112,0,0,0,0,0,0,0,0,1
17-07,10119,0,0,0,0,0,0,0,0,4
17-07,10121,0,0,0,0,0,0,0,0,1
17-07,10123,0,0,0,0,0,0,0,0,1
17-07,10128,11,0,4,0,2,0,5,0,40
17-07,10165,0,0,0,0,0,0,0,0,1
17-07,10168,1,0,1,0,0,0,0,0,1
17-07,10169,1,0,1,0,0,0,0,0,1
17-07,10172,0,0,0,0,0,0,0,0,3
17-07,10278,1,0,0,0,0,0,1,0,1
17-07,10279,0,0,0,0,0,0,0,0,2
17-07,10280,0,0,0,0,0,0,0,0,5
17-07,10281,0,0,0,0,0,0,0,0,1
17-07,10282,0,0,0,0,0,0,0,0,4
17-07,10301,18,0,3,0,1,0,14,0,62
17-07,10304,25,0,4,0,2,0,19,0,90
17-07,10305,20,1,3,0,2,0,15,1,84
17-07,10306,22,0,1,0,1,0,20,0,86
17-07,10307,2,0,0,0,0,0,2,0,16
17-07,10308,8,0,0,0,0,0,8,0,25
17-07,10309,6,0,1,0,1,0,4,0,38
17-07,10310,22,0,1,0,1,0,20,0,51
17-07,10312,17,0,1,0,0,0,16,0,57
17-07,10314,10,0,1,0,0,0,9,0,22
17-07,10451,23,0,6,0,4,0,13,0,85
17-07,10452,22,0,2,0,1,0,19,0,59
17-07,10453,32,0,5,0,1,0,26,0,65
17-07,10454,27,0,7,0,4,0,16,0,73
17-07,10455,17,0,5,0,8,0,4,0,70
17-07,10456,20,0,4,0,1,0,15,0,63
17-07,10457,18,0,7,0,2,0,9,0,106
17-07,10458,17,0,5,0,5,0,9,0,94
17-07,10459,52,1,7,0,2,0,43,1,90
17-07,10460,44,0,7,0,1,0,36,0,117
17-07,10461,30,1,4,1,2,0,24,0,88
17-07,10462,16,0,5,0,1,0,10,0,91
17-07,10463,15,0,1,0,1,0,13,0,72
17-07,10464,5,0,0,0,0,0,5,0,16
17-07,10465,23,0,1,0,2,0,20,0,61
17-07,10466,39,0,4,0,2,0,33,0,112
17-07,10467,42,0,4,0,4,0,34,0,112
17-07,10468,19,0,3,0,3,0,13,0,70
17-07,10469,23,0,2,0,4,0,17,0,78
17-07,10470,12,0,2,0,0,0,10,0,43
17-07,10471,4,0,2,0,0,0,2,0,16
17-07,10472,19,0,2,0,2,0,16,0,72
17-07,10473,9,0,0,0,1,0,8,0,38
17-07,10474,15,0,1,0,1,0,13,0,48
17-07,10475,11,0,4,0,0,0,7,0,50
17-07,11001,9,0,0,0,0,0,9,0,5
17-07,11004,9,0,1,0,0,0,8,0,27
17-07,11005,0,0,0,0,0,0,0,0,1
17-07,11040,4,0,1,0,0,0,3,0,6
17-07,11101,32,0,3,0,3,0,26,0,182
17-07,11102,9,0,1,0,1,0,7,0,24
17-07,11103,6,0,1,0,5,0,0,0,40
17-07,11104,4,0,1,0,1,0,2,0,26
17-07,11105,7,0,1,0,3,0,3,0,34
17-07,11106,14,0,2,0,4,0,8,0,43
17-07,11109,1,0,0,0,1,0,0,0,3
17-07,11201,22,0,5,0,7,0,11,0,148
17-07,11203,61,0,10,0,7,0,44,0,160
17-07,11204,23,0,2,0,1,0,20,0,67
17-07,11205,24,0,2,0,9,0,13,0,79
17-07,11206,47,0,9,0,7,0,31,0,122
17-07,11207,78,0,10,0,4,0,64,0,214
17-07,11208,51,0,9,0,5,0,37,0,135
17-07,11209,12,0,3,0,3,0,6,0,94
17-07,11210,37,0,5,0,1,0,31,0,100
17-07,11211,32,0,5,0,11,0,16,0,111
17-07,11212,64,0,11,0,8,0,45,0,163
17-07,11213,25,0,4,0,1,0,20,0,100
17-07,11214,22,0,5,0,1,0,16,0,78
17-07,11215,14,0,4,0,3,0,7,0,80
17-07,11216,24,0,7,0,6,0,11,0,97
17-07,11217,14,0,1,0,4,0,9,0,89
17-07,11218,25,1,7,0,5,0,13,1,104
17-07,11219,20,0,6,0,0,0,14,0,71
17-07,11220,34,0,11,0,4,0,19,0,111
17-07,11221,35,0,1,0,9,0,25,0,104
17-07,11222,11,1,4,0,3,1,4,0,89
17-07,11223,23,1,3,1,8,0,12,0,75
17-07,11224,14,0,3,0,2,0,9,0,74
17-07,11225,23,0,2,0,4,0,17,0,86
17-07,11226,49,0,5,0,15,0,29,0,168
17-07,11228,17,0,0,0,3,0,14,0,42
17-07,11229,15,0,2,0,1,0,12,0,68
17-07,11230,27,0,6,0,5,0,16,0,121
17-07,11231,6,0,3,0,1,0,2,0,65
17-07,11232,9,0,0,0,0,0,9,0,50
17-07,11233,45,1,2,0,7,1,36,0,141
17-07,11234,33,0,3,0,1,0,29,0,159
17-07,11235,27,0,4,0,4,0,19,0,113
17-07,11236,71,0,5,0,4,0,62,0,175
17-07,11237,7,0,3,0,0,0,4,0,77
17-07,11238,22,0,3,0,5,0,14,0,96
17-07,11239,5,0,0,0,0,0,5,0,26
17-07,11249,8,0,2,0,3,0,3,0,45
17-07,11354,22,0,9,0,1,0,12,0,124
17-07,11355,24,0,7,0,3,0,14,0,88
17-07,11356,2,0,0,0,0,0,2,0,36
17-07,11357,17,0,0,0,0,0,17,0,62
17-07,11358,16,0,0,0,2,0,14,0,55
17-07,11360,4,0,4,0,0,0,0,0,19
17-07,11361,3,0,1,0,0,0,2,0,51
17-07,11362,6,0,1,0,1,0,4,0,20
17-07,11363,2,0,0,0,0,0,2,0,18
17-07,11364,6,0,0,0,0,0,6,0,31
17-07,11365,4,0,0,0,0,0,4,0,39
17-07,11366,9,0,2,0,0,0,7,0,27
17-07,11367,4,0,1,0,0,0,3,0,47
17-07,11368,39,0,9,0,5,0,25,0,124
17-07,11369,16,0,1,0,1,0,14,0,57
17-07,11370,16,0,1,0,1,0,14,0,42
17-07,11372,27,0,6,0,9,0,12,0,105
17-07,11373,14,0,2,0,5,0,7,0,94
17-07,11374,13,1,0,1,1,0,12,0,59
17-07,11375,20,0,4,0,1,0,15,0,72
17-07,11377,20,0,1,0,7,0,12,0,90
17-07,11378,10,0,2,0,2,0,6,0,70
17-07,11379,7,0,1,0,0,0,6,0,35
17-07,11385,46,0,5,0,3,0,38,0,166
17-07,11411,16,0,0,0,1,0,15,0,31
17-07,11412,16,0,1,0,1,0,14,0,56
17-07,11413,31,0,1,0,1,0,29,0,98
17-07,11414,6,0,0,0,1,0,5,0,33
17-07,11415,3,1,0,1,0,0,3,0,28
17-07,11416,12,0,1,0,0,0,11,0,43
17-07,11417,22,0,1,0,4,0,17,0,69
17-07,11418,6,0,0,0,3,0,3,0,47
17-07,11419,33,0,5,0,2,0,26,0,64
17-07,11420,30,0,1,0,2,0,27,0,115
17-07,11421,10,0,4,0,0,0,6,0,42
17-07,11422,26,0,5,0,2,0,19,0,84
17-07,11423,17,0,3,0,0,0,14,0,55
17-07,11426,13,0,1,0,0,0,12,0,25
17-07,11427,16,0,2,0,2,0,12,0,35
17-07,11428,14,1,1,1,0,0,13,0,28
17-07,11429,21,0,0,0,1,0,20,0,46
17-07,11430,0,0,0,0,0,0,0,0,2
17-07,11432,24,0,5,0,3,0,16,0,109
17-07,11433,25,0,4,0,1,0,20,0,61
17-07,11434,33,0,4,0,2,0,27,0,138
17-07,11435,24,0,3,0,4,0,17,0,68
17-07,11436,11,0,1,0,0,0,10,0,41
17-07,11691,29,0,6,0,1,0,22,0,82
17-07,11692,2,0,1,0,0,0,1,0,20
17-07,11693,7,0,0,0,0,0,7,0,31
17-07,11694,6,0,1,0,1,0,4,0,24
17-07,11697,0,0,0,0,0,0,0,0,4
17-08,10000,0,0,0,0,0,0,0,0,1
17-08,10001,12,1,3,1,4,0,5,0,144
17-08,10002,34,0,9,0,11,0,14,0,119
17-08,10003,13,0,2,0,6,0,5,0,63
17-08,10004,1,0,0,0,0,0,1,0,19
17-08,10005,1,0,1,0,0,0,0,0,12
17-08,10006,3,0,1,0,0,0,2,0,16
17-08,10007,6,0,2,0,1,0,3,0,43
17-08,10009,7,0,3,0,2,0,2,0,49
17-08,10010,8,0,4,0,1,0,3,0,48
17-08,10011,14,0,2,0,6,0,6,0,91
17-08,10012,13,0,4,0,4,0,5,0,74
17-08,10013,22,1,6,1,5,0,11,0,124
17-08,10014,6,0,2,0,1,0,3,0,37
17-08,10016,28,0,6,0,3,0,19,0,121
17-08,10017,11,0,1,0,4,0,6,0,62
17-08,10018,13,0,5,0,1,0,7,0,142
17-08,10019,13,0,5,0,2,0,6,0,123
17-08,10020,0,0,0,0,0,0,0,0,10
17-08,10021,4,0,1,0,3,0,0,0,40
17-08,10022,16,0,4,0,3,0,9,0,104
17-08,10023,6,0,1,0,2,0,3,0,48
17-08,10024,9,0,3,0,0,0,6,0,42
17-08,10025,14,0,6,0,1,0,7,0,52
17-08,10026,11,0,4,0,2,0,5,0,32
17-08,10027,13,0,3,0,4,0,6,0,69
17-08,10028,5,0,2,0,0,0,3,0,29
17-08,10029,12,0,3,0,1,0,8,0,69
17-08,10030,6,0,2,0,1,0,3,0,43
17-08,10031,3,0,1,0,0,0,2,0,39
17-08,10032,10,0,1,0,2,0,9,0,57
17-08,10033,8,0,1,0,0,0,7,0,60
17-08,10034,6,0,4,0,1,0,1,0,50
17-08,10035,27,0,4,0,4,0,19,0,78
17-08,10036,11,0,4,0,0,0,7,0,160
17-08,10037,2,0,0,0,1,0,1,0,27
17-08,10038,2,0,0,0,0,0,2,0,32
17-08,10039,5,0,1,0,1,0,3,0,30
17-08,10040,0,0,0,0,0,0,0,0,17
17-08,10065,10,0,4,0,1,0,5,0,60
17-08,10075,8,0,3,0,3,0,2,0,18
17-08,10105,0,0,0,0,0,0,0,0,1
17-08,10118,0,0,0,0,0,0,0,0,4
17-08,10119,2,0,1,0,1,0,0,0,3
17-08,10121,0,0,0,0,0,0,0,0,1
17-08,10128,8,0,3,0,1,0,4,0,45
17-08,10152,0,0,0,0,0,0,0,0,2
17-08,10165,0,0,0,0,0,0,0,0,2
17-08,10168,1,0,0,0,1,0,0,0,5
17-08,10172,0,0,0,0,0,0,0,0,1
17-08,10174,0,0,0,0,0,0,0,0,1
17-08,10178,0,0,0,0,0,0,0,0,1
17-08,10278,0,0,0,0,0,0,0,0,1
17-08,10280,1,0,1,0,0,0,0,0,6
17-08,10281,0,0,0,0,0,0,0,0,2
17-08,10282,0,0,0,0,0,0,0,0,3
17-08,10301,20,0,3,0,1,0,16,0,71
17-08,10304,17,0,3,0,0,0,14,0,81
17-08,10305,8,0,0,0,0,0,8,1,59
17-08,10306,24,0,1,0,2,0,21,0,89
17-08,10307,0,0,0,0,0,0,0,0,4
17-08,10308,5,0,0,0,2,0,3,0,27
17-08,10309,4,0,1,0,0,0,3,0,30
17-08,10310,4,0,0,0,0,0,4,0,37
17-08,10312,7,0,1,0,0,0,6,0,63
17-08,10314,2,0,2,0,0,0,0,0,22
17-08,10451,27,0,3,0,6,0,18,0,75
17-08,10452,14,0,4,0,0,0,10,0,45
17-08,10453,22,0,4,0,2,0,16,0,79
17-08,10454,25,0,6,0,0,0,19,0,71
17-08,10455,15,0,2,0,4,0,9,0,65
17-08,10456,26,0,4,0,1,0,21,0,66
17-08,10457,46,0,8,0,3,0,35,0,84
17-08,10458,28,0,7,0,2,0,20,0,93
17-08,10459,22,0,3,0,1,0,18,0,76
17-08,10460,34,0,10,0,1,0,23,0,99
17-08,10461,22,0,1,0,3,0,18,0,94
17-08,10462,20,0,9,0,2,0,9,0,79
17-08,10463,17,0,3,0,3,0,11,0,59
17-08,10464,0,0,0,0,0,0,0,0,11
17-08,10465,6,0,0,0,0,0,6,0,39
17-08,10466,39,1,5,0,4,0,30,1,104
17-08,10467,20,0,3,0,1,0,16,0,99
17-08,10468,12,0,4,0,1,0,7,0,53
17-08,10469,25,0,5,0,1,0,19,0,83
17-08,10470,12,0,3,0,0,0,9,0,38
17-08,10471,5,0,0,0,0,0,5,0,12
17-08,10472,22,0,2,0,6,0,14,0,65
17-08,10473,11,0,1,0,3,0,7,0,54
17-08,10474,4,0,1,0,0,0,3,0,47
17-08,10475,20,1,4,0,0,0,16,1,42
17-08,11001,2,0,0,0,0,0,2,0,5
